call_number,display_template,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,author,note,,,,,,Formats
PT19.H69 c.2,record,,Gold tooled tan paper over boards; gilt edges.,1789,Historisches Taschenbuch.,Berlin, Carl Spener,,,History of Seven Years' War in Germany ; 1756-1763; additional calendar ; almanac material to copy 1.,,,,Great map of Territory in 1789,,,,,,
PT19.H78,record,,Illustrated pink boards; gilt edged. ,1811,Hortensia. Ein Taschenbuch für Damen,Berlin, Kunst- und Industrie Comptoir,,,Games ; poetry ; essays ; stories.,,"Kuhn, August.","Rochlitz, Fr.; Brachmann, Louise; Kind, F.; Gubitz, F. W.; Langbein, H. F. E.; Kuhn, A.; Buri.",,,,,,,
PT19.H78,record,Fomer owner's stamp: Lincke. ,"Tooled, decorated pink cloth over boards",1827,Hortensia. Ein Taschenbuch für Damen,Berlin, Pauli'sche Buchhandlung,,,Drama ; musical scores ; essays ; poetry ; list of subscribers.,,,,,,,,,,
PT19.H88 v.2,record,,Tan paper over boards; gilt edges; colored flower on final leaf.,1824,Huldigung der Frauen.,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Brachmann, Louise; Fechner; Deinhardstein; Haug; Seidl; Castelli, J. F.; Jeiteles; Feuchtersleben; Saphir; Wolf.",,,,,,,
PT19.H88 v.3,record,,Red paper over boards; gilt edges; red slipcase.,1825,Huldigung der Frauen.,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Brachmann, Louise; Crönau; Bauernfeld; Kind; Rückert; Castelli; Jeiteles; Haug; Mayerhofer; Saphir.",,,,,,,
PT19.H88 v.4,record,,Bright orange paper over boards; gilt edges; bright orange slip case.,1826,Huldigung der Frauen.,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays ; stories.,,"Castelli, J. F.",Castelli; Langer; Feuchtersleben; Krug v. Nidda; Seidl; Jeiteles; Weidmann; Haug; Rückert.,,,,,,,
PT19.H88 v.5,record,,Rebound. 1/2 cloth with original pink boards.,1827,Huldigung der Frauen.,Wien, Tendler und v. Manstein,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Kuffner; Schefer, Leopold; Auersberg; Weidmann; Zedlitz; May, Sophie; Holzmeister, S.; Told; Wenzig.",,,,,,,
PT19.H88 v.6,record,,"Pink boards, gilt-edged.",1828,Huldigung der Frauen.,Wien, Tendler und v. Manstein,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Kruse, L.; Nell, F.; Feuchtersleben; Lessing; Rückert; Montecucolli; Auersberg; Haug; Mayrhofer; Seidl.",,,,,,,
PT19.H88 v.7,record,,"Tooled, decorated blue cloth over boards; gilt edges.",1829,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; essays ; stories ; novel.,,"Castelli, J. F.","Hammer, J.; Kuffner; Haug; Mayrhofer; Seidl; Kruse, L.; Auersberg; Jeiteles; Rückert.",,,,,,,
PT19.H88 v.9,record,,Green boards; green slipcase.,1831,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; essays.,,"Castelli, J. F.","Benedickt; Kruse; Castelli; Franck; Hammer, J. V.; Bauernfeld; Stierle-Holzmeister.",,,,,,,
PT19.H88 v.10,record,,Pale violet boards with embossed design; gilt edges. Pale blue slipcase.,1832,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Castelli; Kruse, L.; Hammer; Manfred; Vogl, J.; Bauernfeld; Braun v. Braunthal; Jeiteles; Gustav Schwab.",,,,,,,
PT19.H88 v.11,record,,Brown wrappers.,1833,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Beck, Louise; Schumacher, A.; Bauernfeld; Hell, Th.; Seidl; Kruse; Anschütz, Ed.; Braun v. Braunthal; Mayrhofer; Vogl.",,,,,,,
PT19.H88 v.12,record,,Embossed green paper over boards; gilt edges.,1834,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays ; stories.,,"Castelli, J. F.","Beck, Louise; Bauernfeld; Seidl; Vogl; Fitzinger; Meynert, H.; Manfred; Tschabuschnigg; Müller, C. F.",,,,,,,
PT19.H88 v.13,record,,Decorated blue-gray paper over over boards; gilt edges.,1835,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Beck, Louise; Langer; Kaltenbrunner; Seidl; Treitschke; Castelli; Straube; Laube; Tschabuschnigg; Vogel.",,,,,,,
PT19.H88 v.14,record,,Decorated pink paper over over boards; gilt edges.,1836,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Beck, Louise; Bauernfeld; Chamisso; Lenau; Tschabuschnigg; Langer, J.; Castelli; Frank; Seidl; Vogl.",,,,,,,
PT19.H88 v.15,record,Former owner's inscription: Lincke.,Spattered brown paste paper over boards; red edges.,1837,Huldigung der Frauen.,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays ; stories.,,"Castelli, J. F.","Beck, Louise; Straub, E.; Braun v. Braunthal; Seidl, J. G.; Vogl, J. N.; Stegmayer, Carl; Duld, F. X.; Fitzinger; Tschabuschnigg.",,,,,,,
PT19.H88 v.17,record,,"Gilt decorated light blue paper over boards; 1/4 cloth, partially rebound.",1839,Huldigung der Frauen.,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,,"Castelli, J. F.",Beck; Straube; Feuchtersleben; Seidl; Vogl.,,,,,,,
PT19.H88 v.18,record,,Decorated purple paper over boards; gilt edges.,1840,Huldigung der Frauen.,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Castelli; Fitzinger; Körber; Öser; Silesius; Beck, Louise; Frank; Liberlud; Seidl; Vogl. ",,,,,,,
PT19.H88 v.19,record,,"Blue paper over boards; gilt edges; 1/4 cloth, partially rebound.",1841,Huldigung der Frauen.,Wien, Tendler & Schäfer,,,Poetry ; novellas ; fable.,,"Castelli, J. F.","Castelli; Schindler, A.; Bauernfeld; Grillparzer; Seidl; Beck, Louise; Straube, E.; Feuchtersleben; Levitschnigg; Vogl.",,,,,,,
PT19.H88 v.20,record,,"Cream paper over boards; gilt edges; 1/4 white cloth, partially rebound.",1842,Huldigung der Frauen.,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Beck, Louise; Castelli; Löwe, Ludwig; Prechtler, O.; Seidl, J. G.; Schindler, J.; Fitzinger, Franz; Mayrhofer, J.; Langer, K.; Vogl, J. N.",,,,,,,
PT19.H88 v.22,record,,White paper over boards; gilt edges.,1844,Huldigung der Frauen.,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,,"Castelli, J. F.","Beck, Louise; Meynert; Frankl; Lenau; Seidl; Castelli; Dingelstedt; Grillparzer; Levitschnigg; Löwe.",,,,,,,
PT19.H88 v.23,record,,Pink cloth over boards; gilt edges.,1845,Huldigung der Frauen.,Wien, Franz Tendler,,,Poetry ; novellas ; essays.,,"Castelli, J. F.",Castelli; Schimmer; Fitzinger; Hannusch; Vogl; Schindler; Dingelstedt; Grillparzer; Seidl; Witthauer.,,,,,,,
PT19.H88 v.24,record,,Decorated white paper over boards; gilt edges; 1/4 black cloth.,1846,Huldigung der Frauen.,Wien, Franz Tendler,,,Poetry ; novellas.,,"Castelli, J. F.",Anschütz; Langer; Moshammer; Vogl; Castelli; Levitzschnigg; Seidl; Ziegler.,,,,,,,
PT19.H88 v.25,record,,Gilt tooled green cloth over boards; gilt edges.,1847,Huldigung der Frauen.,Wien, Tendler & Comp.,,,Poetry ; novellas; essays ; fables.,,"Castelli, J. F.","Andersen, H. C.; Dingelstedt; Deinhardstein; Frankl; Seidl; Castelli; Bauernfeld; Dräxler-Manfred; Schilling; Vogl.",,,,,,,
PT19.H88 v.26,record,,"Gilt tooled blue cloth over boards; gilt edges; 1/4 blue cloth, partially rebound.",1848,Huldigung der Frauen.,Wien, Tendler & Comp.,,,Poetry ; novellas ; essays.,,"Castelli, J. F.",Castelli; Scheyrer; Bauernfeld; Dräxler-Manfred; Grillparzer; Herbel; Anschütz; Dingelstedt; Frankl; Seidl.,,,,,,,
PT19.H95 v.1,record,,Gilt tooled slate paper over boards.,1910,Hyperion-Almanach,München, Hyperion Verlag,,,Calendar ; novellas ; essays.,,,"Blei; v. Hoffmannsthal; Sternheim; Bahr; Verhären, Emilie; Rilke; Brod; Chesterton; Gide; Dehmel.","Amazing art work featured by famous artists (Van Gogh, Klimt, et al.)",,,,,,
PT19.H95 v.2,record,,Gilt tooled green paper over boards.,1911,Hyperion-Almanach,München, Hyperion Verlag,,,Calendar ; poetry ; novellas ; essays,,,"Vollmöller; von Scholz; Kolb, Annette; Blei; Bauer, L.; Martens, Kurt.",Amazing art work featured by famous artists.,,,,,,
PT19.I23,record,Former owner's inscription: [illegible].,Embossed and gold tooled purple paper over boards; gilt edges; embossed and gold tooled green slip case.,1833,Iduna Almanach. Frohen Erheiterungen Gewidmet.,Wien, Pfautsch's Verlag,,,Calendar ; poetry ; essays ; schedules of markets ; mail ; currencies.,,,,,,,,,,
PT19.I23,record,Former owner's inscription: [illegible].,Embossed and gold tooled pink paper over boards; gilt edges; tooled pink slip case.,1832,Iduna Almanach. Frohen Erheiterungen Gewidmet.,Wien, Pfautsch's Verlag,,,Calendar ; poetry ; legends ; stories ; market and mail schedules ; currency tables ; birthdays.,,,,,,,,,,
PT19.I23 v.17,record,,Embossed and gold tooled yello paper over boards; gilt edges.,1837,Iduna Taschenbuch. Edlen Frauen und Maedchen gewidmet.,Wien und Leipzig, Friedrich Wilhelm Pfautsch,,,Calendar ; novellas ; essays ; schedule of markets ; mail ; birthdays.,,,"Langer, J.; Dräxler-Manfred; Fitzinger; Vogl; v. Körber; Hannusch, J. J.",,,,,,,
PT19.R5 v.1,record,Former owner's inscription: [illegible].,Red paper over boards; gilt edges. ,1810,Rheinisches Taschenbuch.,Darmstadt, Carl Wilhelm Leske,,,Calendar ; genealogies ; history.,,,"Schmidt, J. E. C.; v. Haupt, Th.; Schleiermacher.",,,,,,,
PT19.R5 v.2,record,,Morocco wallet case with back pocket; gloster marbled end papers; gilt edges. ,1811,Rheinisches Taschenbuch.,Darmstadt, Carl Wilhelm Leske,,,Genealogy ; historical essays ; novellas ; stories.,,,"Wagner, F. L.; Kotzebue, A. v.; Reinbeck; Schmidt, J. E. C.; Weisser-Zadig.",,,,,,,
PT19.R5 v.3,record,,Green paper over boards; gilt edges.,1812,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; fables ; stories.,,,"Schiller; Kind; Weisser; Justi; Rau, G. L.",,,,,,,
PT19.R5 v.5,record,,Blue decorated paper over boards; gilt edges.,1814,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; stories ; novellas.,,,"Justi, K. W.; De La Motte Fouque; Rau, G. L.; Kind, F.; Reinbeck.",,,,,,,
PT19.R5 v.6,record,,Cyan paper over boards; gilt edges.,1815,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; fables ; stories.,,,"Justi; Weisser; Reinbeck; Seibertz, J. S.; Schütze; La Fontaine.",,,,,,,
PT19.R5 v.7,record,,Tooled brown paper over boards; gilt edges.,1816,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Novellas ; stories ; historical essays.,,,"Seibertz; De la Motte Fouque; Cäcilie; Dieffenbach, P.; La Fontaine; Beauregard-Paudin.",,,,,,,
PT19.R5 v.8,record,,Yellow paper over boards; gilt edges.,1817,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,,"Dieffenbach; Horn, Franz; Reinbeck; Brachmann, Louise; De la Motte Fouque; Cäcilie.",,,,,,,
PT19.R5 v.9,record,,Orange paper over boards; gilt edges.,1818,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,,"Dieffenbach; Horn, Franz; Reinbeck; Prätzel, K. G.; De la Motte Fouque; Cäcilie.",,,,,,,
PT19.R5 v.10,record,,Red and gray paper with fabric within; gilt edges.,1819,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,,"Pandin, Beauregard; Krug v. Nidda; Reinbeck; De la Motte Fouque; Prätzel, K. G.; Cäcilie.",,,,,,,
PT19.R5 v.11,record,,Decorated white paper over boards; gilt edges.,1820,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; stories ; novellas.,,,Conz; Contessa; Krug v. Nidda; Prätzel; Brachmann; Cäcilie.,,,,,,,
PT19.R5 v.12,record,,Dark blue paper over boards with white engraving; gilt edges.,1821,Rheinisches Taschenbuch.,Darmstadt, Heyer & Leske,,,Genealogy ; novellas ; stories.,,,"Conz; Prätzel; Pandin, Beauregard; Cäcilie; Krug v. Nidda; v. Maltitz.",,,,,,,
PT19.R5 v.13,record,Former owner's inscription: [J. E. Lourad].,Decorated brown paper over boards; gilt edges.,1822,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Genealogy of reigning German monarchs ; story of King Wilhelm of Wuerttemberg ; essays ; stories.,,,"Adrian; Hufnagel; Brachmann, Louise; Hoffmann, E. T. A.; Zschokke.",,,,,,,
PT19.R5 v.14,record,Former owner's inscription: [J. E. Lourad].,Decorated gray paper over boards; gilt edges.,1823,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Genealogy of the reigning European monarchs ; stories.,,,"Laun, Friedrich; Schopenhauer, Johanna; Krug v. Nidda.",,,,,,,
PT19.R5 v.15,record,,Decorated gray paper over boards; gilt edges.,1824,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories ; anecdotes ; biographies ; genealogies of reigning European monarchs.,,Adrian,"Scott, Walter; Schopenhauer, Johanna; Adrian; Zschokke; Starklof, L.; Laun; Dieffenbach.",,,,,,,
PT19.R5 v.16,record,,Pink paper over boards; gilt edges. ,1825,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories ; essays ; genealogy of reigning European monarchs.,,Adrian,"Adrian; Linde; Schopenhauer, J.; v. Gerstenbergk, F.",,,,,,,
PT19.R5 v.17,record,,Pink paper over boards; gilt edges. ,1826,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays.,,Adrian,"Adrian; Schopenhauer, J.; Starklof, L.",,,,,,,
PT19.R5 v.18,record,Former owner's inscription: Julie Louise [Elitzsch],Tooled pink paper over boards; gilt edges.,1827,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays ; sketches.,,Adrian,"Schopenhauer, J.; Adrian; v. Gerstenbergk, F.",,,,,,,
PT19.R5 v.19,record,,Pink paper over boards; gilt edges. ,1828,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Genealogy of reigning European monarchs ; novellas ; stories ; sketches.,,Adrian,"Adrian; v. Tromlitz, A.; Schopenhauer, J.; Spindler, C.",,,,,,,
PT19.R5 v.20,record,,Embossed green paper over boards; gilt edges.,1829,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories.,,Adrian,"Starklof; Schopenhauer, J.; Spindler; Adrian.",,,,,,,
PT19.R5 v.21,record,,Embossed green paper over boards; gilt edges.,1830,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories.,,Adrian,"Lohmann, Fr.; Kruse, L.; Schopenhauer, J.",,,,,,,
PT19.R5 v.22,record,,Pink cloth over boards; gilt edges.,1831,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories.,,Adrian,"Zschokke; Adrian; Döring, G.; Lohmann, Fr.; Blumenhagen.",,,,,,,
PT19.R5 v.23,record,,Rust paper over boards; gilt edges.,1832,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories ; fables ; sketches.,,Adrian,v. Tromlitz; Blumenhagen; Zschokke; Adrian.,,,,,,,
PT19.R5 v.24,record,,Pink cloth over boards; gilt edges.,1833,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Sketches from Byron's life and works; novellas ; stories.,,Adrian,"Adrian; Zehner, H. G.; Blumenhagen.",,,,,,,
PT19.R5 v.25,record,,Yellow paper over boards; gilt edges.,1834,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Sketches ; novellas ; letters (by F. E. Schulz).,,Adrian,"Blumenhagen; Schultz, F. E.; v. Jagemann; Döring; Henlon, Ellen; Adrian.",,,,,,,
PT19.R5 v.26,record,,Dark blue paper over boards; gilt edges; blue slipcase.,1835,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories ; sketches.,,Adrian,Adrian; Blumenhagen; Storch; Duller.,,,,,,,
PT19.R5 v.27,record,,Red morocco wallet case with pocket; gilt edges; ,1836,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays ; sketches.,,Adrian,Adrian; Duller; Blumenhagen; v. Biedenfeld.,,,,,,,
PT19.R5 v.28,record,,Acquamarine cloth over boards; gilt edges; green cloth slipcase.,1837,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays ; stories.,,Adrian,"Adrian; Schopenhauer, J.; Storch; Künzel, H.",,,,,,,
PT19.R5 v.29,record,,1/4 calf with gray paper over boards.,1838,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories ; fables.,,Adrian,Adrian.,,,,,,,
PT19.R5 v.30,record,,Embossed black cloth over boards; gilt edges; brown paper slipcase.,1839,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories ; fables ; novellas.,,Adrian,"Storch, L.; Theobald; Müller, W.",,,,,,,
PT19.R5 v.31,record,,Embossed pink paper over boards; gilt edges; pink paper slipcase.,1840,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Stories ; fables ; drama.,,Adrian,"Adrian; Hungari; Auerbach, Berthold; Dräxler-Manfred; Gollnick, A.",,,,,,,
PT19.R5 v.32,record,Former owner's stamp: [Bohren A].,1/4 cloth with white paper over boards; gilt edges.,1841,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Poetry ; essays ; stories ; travel letters.,,Adrian,"Dingelstedt; Hungari; Adrian; v. Sternberg; v. Stolerforth; Beurmann, E.",,,,,,,
PT19.R5 v.33,record,,Gold and blue decorated white paper over boards; gilt edges.,1842,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories ; songs ; travel letters.,,Adrian,"v. Heeringer, Gustav; Müller, W.; Creizenach; Storch, L.; Adrian; Solterfoch.",,,,,,,
PT19.R5 v.34,record,,Gold and green decorated white paper over baords; gilt edges; partially rebound with blue cloth.,1843,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; fables ; stories ; travel letters.,,Adrian,"v. Heeringer; Duller, E.; Dräxler-Manfred; Müller; Schmidt.",,,,,,,
PT19.R5 v.35,record,,"Blue paper over boards, gilt edges.",1844,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; fables ; stories.,,Adrian,Schefer; Genth; v. Heeringen; Duller; Schücking.,,,,,,,
PT19.R5 v.36,record,,Partially rebound (1/4 gray cloth). White paper over boards with red-gold design; gilt edges.,1845,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; fables ; stories ; literary letters.,,Dräxler-Manfred,"Duller; Stöber; Simrock, K.; Freiligrath, F.; Creiznach, T.; Kinkel, G.; Dräxler-Manfred; v. Stolterfoth, A.; Arndt; Kalisch.",,,,,,,
PT19.R5 v.37,record,,Blue and white paper over boards with gold detailing; gilt edges; white paper slipcase.,1846,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories ; poetry ; diaries.,,Dräxler-Manfred,Zschokke; Eisen; Creiznach; Freiligrath; Simrock; Duller; Dräxler-Manfred; Stolterfoth; Arndt; Droste-Hülshoff.,,,,,,,
PT19.R5 v.38,record,,Decorated white paper over boards; gilt edges. Partially rebound with teal cloth.,1847,Rheinisches Taschenbuch.,Frankfurt a.M., J. David Sauerländer,,,Poetry ; novellas ; stories ; fables.,,Dräxler-Manfred,Zschokke; Arndt; Simrock; Müller; v. Wenckstern; Rank; Keller; Adrian; Smets.,,,,,,,
PT19.R5 v.39,record,,Front cover: brown cloth over board. Back cover: marbled paper over board. Spine: Navy blue cloth. Gilt edges.,1848,Rheinisches Taschenbuch.,Frankfurt a.M., J. D. Sauerländer Verlag,,,Poetry ; novellas ; stories ; fables.,,Dräxler-Manfred,"Bechstein; Rückert; Arndt; Stolterfoth; Lowe, Feodor; Gerstäcker, F.; Zschokke; Dörr, Adolf; Simrock.",,,,,,,
PT19.R5 v.41,record,,Gilt tooled red cloth over boards; gilt edges.,1850,Rheinisches Taschenbuch.,Frankfurt a.M., J. D. Sauerländer Verlag,,,Novellas ; stories. ,,Dräxler-Manfred,"Hartmann, Moritz; Starklof; Gerstäcker; Bechstein.",,,,,,,
PT19.R5 v.42,record,,Gold tooled red cloth over boards; gilt edges.,1851,Rheinisches Taschenbuch.,Frankfurt a.M., J. D. Sauerländer Verlag,,,Novellas ; stories ; fables.,,Dräxler-Manfred,Tieck; Chezy; Brentano; Müller; Bank.,,,,,,,
